date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice,n_submissions,n_contributors,source_mix,status,method_version,snapshot_id
2026-05-07,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Wheat,KG,actual,Retail,ETB,58.35,0.4168,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Maize,KG,actual,Retail,ETB,38.05,0.2718,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.79,0.2485,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,oil and fats,Cooking oil,L,actual,Retail,ETB,154.02,1.1001,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,92.23,0.6588,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Wheat,KG,actual,Retail,ETB,58.27,0.4162,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Maize,KG,actual,Retail,ETB,38.44,0.2746,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,vegetables and fruits,Onion,KG,actual,Retail,ETB,36.07,0.2576,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,oil and fats,Cooking oil,L,actual,Retail,ETB,160.24,1.1446,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,95.72,0.6837,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Wheat,KG,actual,Retail,ETB,60.11,0.4294,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Maize,KG,actual,Retail,ETB,39.64,0.2831,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,vegetables and fruits,Onion,KG,actual,Retail,ETB,38.10,0.2721,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,oil and fats,Cooking oil,L,actual,Retail,ETB,163.83,1.1702,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,99.33,0.7095,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Wheat,KG,actual,Retail,ETB,60.64,0.4331,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Maize,KG,actual,Retail,ETB,39.32,0.2809,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,vegetables and fruits,Onion,KG,actual,Retail,ETB,37.30,0.2664,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-07,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,oil and fats,Cooking oil,L,actual,Retail,ETB,161.88,1.1563,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,85.84,0.6131,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Wheat,KG,actual,Retail,ETB,51.40,0.3671,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Maize,KG,actual,Retail,ETB,34.66,0.2476,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,vegetables and fruits,Onion,KG,actual,Retail,ETB,33.46,0.2390,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,oil and fats,Cooking oil,L,actual,Retail,ETB,146.26,1.0447,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,80.25,0.5732,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Wheat,KG,actual,Retail,ETB,55.19,0.3942,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Maize,KG,actual,Retail,ETB,36.40,0.2600,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,vegetables and fruits,Onion,KG,actual,Retail,ETB,,,0,0,,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,oil and fats,Cooking oil,L,actual,Retail,ETB,146.60,1.0471,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,88.58,0.6327,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Wheat,KG,actual,Retail,ETB,55.00,0.3929,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Maize,KG,actual,Retail,ETB,36.91,0.2636,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,vegetables and fruits,Onion,KG,actual,Retail,ETB,31.12,0.2223,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,oil and fats,Cooking oil,L,actual,Retail,ETB,141.69,1.0121,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,,,2,2,agent:2,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,cereals and tubers,Wheat,KG,actual,Retail,ETB,57.15,0.4082,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,cereals and tubers,Maize,KG,actual,Retail,ETB,37.27,0.2662,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,vegetables and fruits,Onion,KG,actual,Retail,ETB,35.22,0.2516,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,oil and fats,Cooking oil,L,actual,Retail,ETB,154.92,1.1066,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,89.40,0.6386,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Wheat,KG,actual,Retail,ETB,56.69,0.4049,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Maize,KG,actual,Retail,ETB,38.06,0.2719,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.72,0.2480,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,oil and fats,Cooking oil,L,actual,Retail,ETB,152.45,1.0889,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,91.75,0.6554,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Wheat,KG,actual,Retail,ETB,58.50,0.4179,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Maize,KG,actual,Retail,ETB,38.05,0.2718,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.83,0.2488,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,oil and fats,Cooking oil,L,actual,Retail,ETB,155.35,1.1096,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,92.76,0.6626,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Wheat,KG,actual,Retail,ETB,58.81,0.4201,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Maize,KG,actual,Retail,ETB,,,2,2,agent:2,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,vegetables and fruits,Onion,KG,actual,Retail,ETB,35.90,0.2564,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,oil and fats,Cooking oil,L,actual,Retail,ETB,159.00,1.1357,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,95.17,0.6798,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Wheat,KG,actual,Retail,ETB,60.48,0.4320,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Maize,KG,actual,Retail,ETB,39.25,0.2804,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,vegetables and fruits,Onion,KG,actual,Retail,ETB,38.42,0.2744,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,oil and fats,Cooking oil,L,actual,Retail,ETB,164.19,1.1728,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,99.72,0.7123,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Wheat,KG,actual,Retail,ETB,61.03,0.4359,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Maize,KG,actual,Retail,ETB,40.03,0.2859,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,vegetables and fruits,Onion,KG,actual,Retail,ETB,37.83,0.2702,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-08,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,oil and fats,Cooking oil,L,actual,Retail,ETB,163.77,1.1698,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,86.15,0.6154,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Wheat,KG,actual,Retail,ETB,50.94,0.3639,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Maize,KG,actual,Retail,ETB,34.32,0.2451,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,vegetables and fruits,Onion,KG,actual,Retail,ETB,33.90,0.2421,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,oil and fats,Cooking oil,L,actual,Retail,ETB,145.59,1.0399,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,79.61,0.5686,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Wheat,KG,actual,Retail,ETB,55.14,0.3939,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Maize,KG,actual,Retail,ETB,36.37,0.2598,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,vegetables and fruits,Onion,KG,actual,Retail,ETB,33.65,0.2404,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,oil and fats,Cooking oil,L,actual,Retail,ETB,147.20,1.0514,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,87.74,0.6267,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Wheat,KG,actual,Retail,ETB,54.84,0.3917,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Maize,KG,actual,Retail,ETB,37.23,0.2659,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,vegetables and fruits,Onion,KG,actual,Retail,ETB,31.50,0.2250,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,oil and fats,Cooking oil,L,actual,Retail,ETB,140.32,1.0023,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,88.38,0.6313,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,cereals and tubers,Wheat,KG,actual,Retail,ETB,57.02,0.4073,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,cereals and tubers,Maize,KG,actual,Retail,ETB,36.82,0.2630,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.93,0.2495,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Asko,9.0489,38.6889,oil and fats,Cooking oil,L,actual,Retail,ETB,,,2,2,agent:2,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,89.41,0.6386,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Wheat,KG,actual,Retail,ETB,56.76,0.4054,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,cereals and tubers,Maize,KG,actual,Retail,ETB,38.01,0.2715,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.86,0.2490,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Saris,8.9797,38.7622,oil and fats,Cooking oil,L,actual,Retail,ETB,,,1,1,agent:1,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,91.69,0.6549,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Wheat,KG,actual,Retail,ETB,58.08,0.4149,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,cereals and tubers,Maize,KG,actual,Retail,ETB,38.17,0.2726,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,vegetables and fruits,Onion,KG,actual,Retail,ETB,34.99,0.2499,8,5,agent:6|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Akaki,8.8939,38.8069,oil and fats,Cooking oil,L,actual,Retail,ETB,155.69,1.1121,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,91.81,0.6558,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Wheat,KG,actual,Retail,ETB,58.22,0.4159,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,cereals and tubers,Maize,KG,actual,Retail,ETB,38.94,0.2781,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,vegetables and fruits,Onion,KG,actual,Retail,ETB,,,1,1,agent:1,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Kera,8.9994,38.7481,oil and fats,Cooking oil,L,actual,Retail,ETB,158.84,1.1346,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,94.38,0.6741,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Wheat,KG,actual,Retail,ETB,60.74,0.4339,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,cereals and tubers,Maize,KG,actual,Retail,ETB,39.11,0.2794,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,vegetables and fruits,Onion,KG,actual,Retail,ETB,38.42,0.2744,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Shola Gebeya,9.0244,38.7986,oil and fats,Cooking oil,L,actual,Retail,ETB,163.81,1.1701,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,100.04,0.7146,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Wheat,KG,actual,Retail,ETB,60.79,0.4342,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,cereals and tubers,Maize,KG,actual,Retail,ETB,40.91,0.2922,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,vegetables and fruits,Onion,KG,actual,Retail,ETB,37.74,0.2696,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-09,Addis Ababa,Addis Ababa,Piazza,9.0356,38.7522,oil and fats,Cooking oil,L,actual,Retail,ETB,165.00,1.1786,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,85.99,0.6142,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Wheat,KG,actual,Retail,ETB,50.99,0.3642,3,2,agent:2|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,cereals and tubers,Maize,KG,actual,Retail,ETB,34.40,0.2457,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,vegetables and fruits,Onion,KG,actual,Retail,ETB,33.86,0.2419,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Merkato,9.0341,38.7395,oil and fats,Cooking oil,L,actual,Retail,ETB,147.80,1.0557,4,3,agent:3|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,80.19,0.5728,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Wheat,KG,actual,Retail,ETB,55.18,0.3941,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,cereals and tubers,Maize,KG,actual,Retail,ETB,,,0,0,,insufficient_data,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,vegetables and fruits,Onion,KG,actual,Retail,ETB,33.93,0.2424,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Ehil Berenda,9.0333,38.7389,oil and fats,Cooking oil,L,actual,Retail,ETB,148.29,1.0592,9,6,agent:7|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Teff (mixed),KG,actual,Retail,ETB,88.64,0.6331,5,3,agent:4|user:1,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Wheat,KG,actual,Retail,ETB,55.29,0.3949,6,4,agent:4|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,cereals and tubers,Maize,KG,actual,Retail,ETB,37.07,0.2648,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
2026-05-10,Addis Ababa,Addis Ababa,Atikilt Tera,9.03,38.745,vegetables and fruits,Onion,KG,actual,Retail,ETB,31.53,0.2252,7,5,agent:5|user:2,published,waga-index-v1,snap_2026-07-25T06_v1
